,FIFA,Name,Nationality,OVR,POT,Positions,Age,Team,Height,Weight,Foot,WorkRate,WeakFoot,SkillMoves,Value,Wage,Ball_Control,Dribbling,Marking,Slide_Tackle,Stand_Tackle,Aggression,Reactions,Att._Position,Interceptions,Vision,Crossing,Short_Pass,Long_Pass,Acceleration,Stamina,Strength,Balance,Sprint_Speed,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,FK_Acc.,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Handling,GK_Kicking,GK_Reflexes
300,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
301,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
302,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
303,13,Josué,Brazil,76,76,CDM/CM/RM,32,VfL Wolfsburg,170,66,Right,Low/High,3,2,2300000,35000,74,73,77,81,76,82,77,41,81,64,65,75,71,68,77,63,82,63,74,82,70,72,57,64,61,37,65,66,11,6,13.0,14.0,15.0
304,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
305,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
306,13,Josué,Brazil,76,76,CDM/CM/RM,32,VfL Wolfsburg,170,66,Right,Low/High,3,2,2300000,35000,74,73,77,81,76,82,77,41,81,64,65,75,71,68,77,63,82,63,74,82,70,72,57,64,61,37,65,66,11,6,13.0,14.0,15.0
307,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
308,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
309,13,Mateo Pavlovic,Croatia,67,74,CB,23,Werder Bremen,196,90,Right,Medium/Medium,3,2,1000000,5000,63,55,61,62,66,76,63,31,67,32,36,60,40,47,62,84,34,59,43,65,73,48,28,31,28,30,41,31,14,7,8.0,11.0,9.0
310,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
311,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
312,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
313,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
314,13,Slobodan Medojevic,Serbia,68,75,CDM/CB,22,Wolfsburg,183,78,Right,Medium/Medium,3,2,1300000,7000,71,68,72,71,70,67,66,56,71,52,58,69,64,64,69,68,64,69,67,68,70,67,37,46,43,42,49,38,11,11,9.0,10.0,14.0
315,13,Oka Nikolov,North Macedonia,70,70,GK,39,Eintracht Frankfurt,187,86,Right,Medium/Medium,2,1,2000,5000,30,14,10,11,10,19,74,14,22,5,11,33,21,32,39,72,37,29,35,70,11,29,12,14,10,13,16,11,73,72,64.0,57.0,74.0
316,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
317,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
318,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
319,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
320,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
321,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
322,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
323,13,Berkay Dabanli,Turkey,68,73,CB/RB,23,Nürnberg,190,88,Right,Medium/Medium,4,2,1200000,5000,58,56,65,64,72,75,63,34,59,36,49,64,46,53,65,79,56,67,48,59,72,47,30,26,33,31,41,28,7,6,7.0,6.0,6.0
324,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
325,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
326,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
327,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
328,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
329,13,Sead Kolašinac,Bosnia & Herzegovina,72,80,LB/CDM/CB,21,FC Schalke 04,183,85,Left,Medium/High,3,2,1800000,25000,64,60,70,73,75,81,73,56,73,58,65,67,58,77,77,84,67,85,64,73,60,76,30,49,44,24,43,30,6,14,8.0,15.0,8.0
330,13,Bamba Anderson,Brazil,75,78,CB,26,Eintracht Frankfurt,188,80,Right,Medium/Medium,3,2,2600000,25000,74,64,76,75,78,71,75,36,76,52,50,75,62,71,73,76,64,74,69,69,77,67,34,42,48,38,49,52,7,14,5.0,15.0,13.0
331,14,Karim Haggui,Tunisia,75,76,CB,29,Hannover 96,190,86,Right,Medium/Medium,3,2,2100000,10000,62,42,74,74,76,78,73,17,71,56,39,66,58,55,63,79,52,59,61,66,84,58,25,33,37,37,45,28,7,12,8.0,14.0,11.0
332,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
333,14,Hamit Altıntop,Turkey,75,75,RM/CM/CDM/RB,31,Augsburg,183,82,Right,Medium/Medium,3,3,2000000,30000,76,74,69,64,71,73,70,70,68,78,83,78,80,66,74,75,72,68,68,53,61,90,73,86,59,72,73,73,12,14,8.0,12.0,7.0
334,14,Jackson Martínez,Colombia,81,85,ST,27,Eintracht Braunschweig,185,85,Right,High/Medium,4,4,8500000,80000,79,77,27,33,47,83,80,85,47,71,61,72,63,78,84,86,72,83,83,85,85,83,84,65,66,34,70,82,14,15,5.0,12.0,14.0
335,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
336,14,Benedikt Röcker,Germany,62,65,CB/CDM,23,VfB Stuttgart,197,90,Left,Medium/Medium,3,2,325000,2000,41,28,61,54,66,62,54,22,58,38,31,54,33,50,56,84,33,52,39,41,73,61,19,24,23,20,35,25,9,9,12.0,14.0,7.0
337,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
338,14,Hakan Calhanoglu,Turkey,75,84,LM/CAM/CF/CM,20,Hamburger SV,178,69,Right,Medium/Medium,5,4,2700000,25000,77,78,31,37,36,49,75,72,38,73,75,76,74,75,68,52,76,74,78,66,52,84,69,79,85,87,73,67,5,8,13.0,10.0,9.0
339,14,Cristian Molinaro,Italy,73,73,LB,30,VfB Stuttgart,182,82,Left,High/Medium,2,3,1300000,9000,74,73,67,74,73,74,75,61,73,52,78,73,68,78,77,73,66,79,68,67,59,69,31,58,69,44,63,51,14,9,7.0,10.0,8.0
340,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
341,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
342,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
343,14,Josip Drmić,Switzerland,75,82,ST/LM/RM,22,Nürnberg,181,70,Right,Medium/Medium,4,3,3300000,30000,76,79,26,39,36,69,75,78,34,56,71,74,62,78,69,71,76,79,78,74,65,75,77,71,75,50,73,72,7,6,8.0,12.0,12.0
344,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
345,14,Thiago,Spain,81,85,CM/CAM/CDM,23,Bayern Munich,172,70,Right,Medium/Medium,3,3,9500000,90000,87,85,49,65,62,68,76,79,62,84,57,86,83,78,74,60,84,68,85,70,64,69,69,78,82,77,75,70,9,6,11.0,7.0,13.0
346,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
347,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
348,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
349,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
350,14,Daniel van Buyten,Belgium,78,78,CB,35,FC Bayern Munich,197,95,Right,Medium/Medium,2,2,1200000,35000,49,30,78,70,84,88,75,58,72,44,37,63,52,31,55,94,30,27,19,31,91,84,55,45,31,35,52,39,10,13,10.0,6.0,12.0
351,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
352,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
353,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
354,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
355,14,Tolga Ciğerci,Turkey,74,77,CM/CDM/RM,23,Hertha BSC Berlin,185,80,Right,High/High,4,2,2900000,30000,74,77,62,67,70,64,74,68,68,75,60,75,78,65,90,75,67,60,72,72,71,75,55,67,76,71,58,58,8,11,10.0,10.0,11.0
356,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
357,14,Daniel van Buyten,Belgium,78,78,CB,35,FC Bayern Munich,197,95,Right,Medium/Medium,2,2,1200000,35000,49,30,78,70,84,88,75,58,72,44,37,63,52,31,55,94,30,27,19,31,91,84,55,45,31,35,52,39,10,13,10.0,6.0,12.0
358,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
359,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
360,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
361,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
362,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
363,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
364,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
365,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
366,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
367,14,Tolga Ciğerci,Turkey,74,77,CM/CDM/RM,23,Hertha BSC Berlin,185,80,Right,High/High,4,2,2900000,30000,74,77,62,67,70,64,74,68,68,75,60,75,78,65,90,75,67,60,72,72,71,75,55,67,76,71,58,58,8,11,10.0,10.0,11.0
368,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
369,14,Alexander Esswein,Germany,71,77,LM/RM/ST/LW,23,1. FC Nürnberg,183,85,Right,Medium/Medium,4,3,2200000,9000,73,76,17,21,19,76,73,73,24,49,67,72,61,92,65,77,67,90,72,82,67,84,68,69,67,53,59,65,11,6,15.0,9.0,10.0
370,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
371,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
372,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
373,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
374,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
375,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
376,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
377,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
378,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
379,14,Daniel van Buyten,Belgium,78,78,CB,35,FC Bayern Munich,197,95,Right,Medium/Medium,2,2,1200000,35000,49,30,78,70,84,88,75,58,72,44,37,63,52,31,55,94,30,27,19,31,91,84,55,45,31,35,52,39,10,13,10.0,6.0,12.0
380,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
381,14,Tolga Ciğerci,Turkey,74,77,CM/CDM/RM,23,Hertha BSC Berlin,185,80,Right,High/High,4,2,2900000,30000,74,77,62,67,70,64,74,68,68,75,60,75,78,65,90,75,67,60,72,72,71,75,55,67,76,71,58,58,8,11,10.0,10.0,11.0
382,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
383,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
384,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
385,14,Javi Martínez,Spain,83,86,CDM/CB/CM,25,FC Bayern Munich,190,81,Right,Medium/Medium,3,3,13000000,90000,73,72,76,79,86,87,84,64,86,81,60,84,78,64,83,91,57,55,60,54,86,74,55,63,68,51,58,64,11,5,12.0,9.0,8.0
386,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
387,14,Tolga Ciğerci,Turkey,74,77,CM/CDM/RM,23,Hertha BSC Berlin,185,80,Right,High/High,4,2,2900000,30000,74,77,62,67,70,64,74,68,68,75,60,75,78,65,90,75,67,60,72,72,71,75,55,67,76,71,58,58,8,11,10.0,10.0,11.0
388,14,Bo Svensson,Denmark,73,73,CB,34,1. FSV Mainz 05,190,87,Right,Low/Medium,3,2,750000,9000,49,27,75,73,77,70,72,23,77,48,37,69,70,42,55,81,46,47,35,53,78,45,20,46,31,20,38,37,13,12,11.0,11.0,14.0
389,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
390,14,Szabolcs Huszti,Hungary,78,78,LM/CAM/LW,30,Hannover 96,173,72,Left,Medium/Low,3,4,4700000,25000,83,81,37,31,38,54,76,73,30,78,82,77,75,78,66,61,83,76,83,74,55,79,73,66,83,82,83,73,9,13,13.0,5.0,14.0
391,14,Javi Martínez,Spain,83,86,CDM/CB/CM,25,FC Bayern Munich,190,81,Right,Medium/Medium,3,3,13000000,90000,73,72,76,79,86,87,84,64,86,81,60,84,78,64,83,91,57,55,60,54,86,74,55,63,68,51,58,64,11,5,12.0,9.0,8.0
392,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
393,14,Peter Pekarík,Slovakia,74,74,RB/LB,28,Hertha BSC Berlin,176,70,Right,Medium/Medium,3,2,3200000,45000,74,72,76,80,78,69,75,43,73,52,74,71,64,77,78,68,75,73,73,78,62,59,42,48,56,44,45,56,8,11,11.0,14.0,9.0
394,14,Tolga Ciğerci,Turkey,74,77,CM/CDM/RM,23,Hertha BSC Berlin,185,80,Right,High/High,4,2,2900000,30000,74,77,62,67,70,64,74,68,68,75,60,75,78,65,90,75,67,60,72,72,71,75,55,67,76,71,58,58,8,11,10.0,10.0,11.0
395,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
396,14,William Kvist,Denmark,78,79,CDM/CM/RB,28,VfB Stuttgart,184,75,Right,Medium/High,3,2,4200000,25000,73,64,72,76,78,74,81,62,86,72,69,79,77,67,84,74,66,67,59,63,57,77,44,64,54,66,58,59,15,7,13.0,5.0,14.0
397,14,Jermaine Jones,United States,77,77,CDM/CM,31,FC Schalke 04,184,81,Right,High/High,4,2,2100000,30000,73,72,77,81,83,92,75,64,76,69,65,75,71,79,85,82,65,78,69,67,71,75,68,68,66,60,67,66,10,11,7.0,5.0,5.0
